Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/3/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/4/2018,AQS,371830014,1,0.031,ppm,29,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/5/2018,AQS,371830014,1,0.036,ppm,33,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/6/2018,AQS,371830014,1,0.043,ppm,40,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/7/2018,AQS,371830014,1,0.043,ppm,40,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/8/2018,AQS,371830014,1,0.046,ppm,43,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/9/2018,AQS,371830014,1,0.02,ppm,19,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/10/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/11/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/17/2018,AQS,371830014,1,0.024,ppm,22,Millbrook School,16,94,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/18/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/19/2018,AQS,371830014,1,0.049,ppm,45,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/20/2018,AQS,371830014,1,0.052,ppm,48,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/21/2018,AQS,371830014,1,0.043,ppm,40,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/22/2018,AQS,371830014,1,0.05,ppm,46,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/23/2018,AQS,371830014,1,0.023,ppm,21,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/24/2018,AQS,371830014,1,0.023,ppm,21,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/25/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/26/2018,AQS,371830014,1,0.038,ppm,35,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/27/2018,AQS,371830014,1,0.028,ppm,26,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/28/2018,AQS,371830014,1,0.025,ppm,23,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/29/2018,AQS,371830014,1,0.037,ppm,34,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
9/30/2018,AQS,371830014,1,0.044,ppm,41,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/1/2018,AQS,371830014,1,0.049,ppm,45,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/2/2018,AQS,371830014,1,0.047,ppm,44,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/3/2018,AQS,371830014,1,0.043,ppm,40,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/4/2018,AQS,371830014,1,0.051,ppm,47,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/5/2018,AQS,371830014,1,0.045,ppm,42,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/6/2018,AQS,371830014,1,0.031,ppm,29,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/7/2018,AQS,371830014,1,0.036,ppm,33,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/8/2018,AQS,371830014,1,0.031,ppm,29,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/9/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/12/2018,AQS,371830014,1,0.034,ppm,31,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/13/2018,AQS,371830014,1,0.035,ppm,32,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/14/2018,AQS,371830014,1,0.023,ppm,21,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/15/2018,AQS,371830014,1,0.036,ppm,33,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/16/2018,AQS,371830014,1,0.024,ppm,22,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/17/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/18/2018,AQS,371830014,1,0.035,ppm,32,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/19/2018,AQS,371830014,1,0.042,ppm,39,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/20/2018,AQS,371830014,1,0.034,ppm,31,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/21/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/22/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/23/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/24/2018,AQS,371830014,1,0.035,ppm,32,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/25/2018,AQS,371830014,1,0.025,ppm,23,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/26/2018,AQS,371830014,1,0.027,ppm,25,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/27/2018,AQS,371830014,1,0.019,ppm,18,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/28/2018,AQS,371830014,1,0.036,ppm,33,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/29/2018,AQS,371830014,1,0.037,ppm,34,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/30/2018,AQS,371830014,1,0.038,ppm,35,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
10/31/2018,AQS,371830014,1,0.043,ppm,40,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/1/2018,AQS,371830014,1,0.034,ppm,31,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/2/2018,AQS,371830014,1,0.026,ppm,24,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/3/2018,AQS,371830014,1,0.034,ppm,31,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/4/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/5/2018,AQS,371830014,1,0.014,ppm,13,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/6/2018,AQS,371830014,1,0.026,ppm,24,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/7/2018,AQS,371830014,1,0.035,ppm,32,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/8/2018,AQS,371830014,1,0.035,ppm,32,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/9/2018,AQS,371830014,1,0.017,ppm,16,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/10/2018,AQS,371830014,1,0.036,ppm,33,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/11/2018,AQS,371830014,1,0.034,ppm,31,Millbrook School,15,88,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/12/2018,AQS,371830014,1,0.021,ppm,19,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/13/2018,AQS,371830014,1,0.018,ppm,17,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/14/2018,AQS,371830014,1,0.024,ppm,22,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/15/2018,AQS,371830014,1,0.026,ppm,24,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/16/2018,AQS,371830014,1,0.026,ppm,24,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/17/2018,AQS,371830014,1,0.031,ppm,29,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/18/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/19/2018,AQS,371830014,1,0.028,ppm,26,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/20/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/21/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/22/2018,AQS,371830014,1,0.028,ppm,26,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/23/2018,AQS,371830014,1,0.035,ppm,32,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/24/2018,AQS,371830014,1,0.018,ppm,17,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/25/2018,AQS,371830014,1,0.025,ppm,23,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/26/2018,AQS,371830014,1,0.024,ppm,22,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/27/2018,AQS,371830014,1,0.023,ppm,21,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/28/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/29/2018,AQS,371830014,1,0.025,ppm,23,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
11/30/2018,AQS,371830014,1,0.034,ppm,31,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/1/2018,AQS,371830014,1,0.028,ppm,26,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/2/2018,AQS,371830014,1,0.024,ppm,22,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/3/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/4/2018,AQS,371830014,1,0.019,ppm,18,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/5/2018,AQS,371830014,1,0.024,ppm,22,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/6/2018,AQS,371830014,1,0.025,ppm,23,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/7/2018,AQS,371830014,1,0.028,ppm,26,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/8/2018,AQS,371830014,1,0.027,ppm,25,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/10/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/11/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/12/2018,AQS,371830014,1,0.025,ppm,23,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/13/2018,AQS,371830014,1,0.015,ppm,14,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/14/2018,AQS,371830014,1,0.022,ppm,20,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/15/2018,AQS,371830014,1,0.012,ppm,11,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/16/2018,AQS,371830014,1,0.026,ppm,24,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/17/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/18/2018,AQS,371830014,1,0.027,ppm,25,Millbrook School,16,94,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/20/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/21/2018,AQS,371830014,1,0.038,ppm,35,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/22/2018,AQS,371830014,1,0.023,ppm,21,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/23/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/24/2018,AQS,371830014,1,0.031,ppm,29,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/25/2018,AQS,371830014,1,0.032,ppm,30,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/26/2018,AQS,371830014,1,0.03,ppm,28,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/27/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/28/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/29/2018,AQS,371830014,1,0.029,ppm,27,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
12/30/2018,AQS,371830014,1,0.016,ppm,15,Millbrook School,17,100,44201,Ozone,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
